sentence,sentiment
کیا آپ لوگوں کے پاس ٹیلی نار سپر کارڈ کی خدمت ہے؟,neu
اس چیلنج کی آخری تاریخ؟,neu
وہاں کا عملہ ان صارفین کو بدظن اور ہرش مل رہا ہے جو میکڈونلڈ کے موبائل ایپلیکیشن ہیپی اسٹرائیکر کو چھڑانے کی پیش کش استعمال کررہے ہیں,neg
یہ کیا جادو ہے؟,neu
صرف منافع کے بارے میں سوچے بغیر ، کسی کی توقع کے بغیر ، دوسروں کی مدد کے بغیر معاشرے سے وابستہ رہیں,pos
آو خان ​​بھی کچھ وٹیٹی شروع کرو ایچ بی ایل کی طرح,neu
پیپسی اپنی مصنوعات میں پام آئل کا استعمال بند کریں آپ انڈونیشیا کے بارشوں کی جنگل کو تباہ کرنے میں بڑے تعاون کرنے والے ہیں,neg
ماسٹر کارڈ پر کوئی پیش کش .,neu
میک ڈونلڈز آپ کو سرپرائز دینے جارہا ہے,neu
مجھے اس مضمون کی ضرورت ہے,neu
میں جانا چاہتا ہوں,neu
ارے انزیلہ ، یہ سودا صرف دراز پر درست ہے!,neu
ورجل بہترین ہے,pos
انتہائی مونسٹر چیلنج کو مکمل کریں,neu
اتنا اچھا نہیں,neg
برائے مہربانی آئرلینڈ میں نمکین کیریمل پیپسی جاری کریں,neu
مسئلہ مصنوعی پانی میں ہے آپ زیادہ الکلین نہیں ہوسکتے کیونکہ آپ کے جسم کو تیزابیت سے متعلق کچھ سلوک کی ضرورت ہے,neu
"""اسے نظر سے دور کرنے میں دو وقت لگتے ہیں!""",neu
لہسن کی روٹی اچھی ہے,pos
کیا آپ کی فروخت صرف on.daraz ہے؟,neu
کچھ دن پہلے میں زونگ 4 جی بولٹ ڈیوائس خریدتا ہوں,neu
عمدہ مصنوعات,pos
فیسال بینک کسٹمر کا سودا کرنا اتنا سخت ہے,neg
جواب کے لئے شکریہ.,pos
مسائل کے حل,neu
فرائی کے بغیر کوئی لطف نہیں,neu
اگر ایک وارد گاہک جاز کیش شروع کرتا ہے تو وہ مفت منٹ کا حقدار کیوں نہیں ہے؟,neg
میرا بیلنس خود بخود میرے سم سے کٹ جاتا ہے,neu
مکمل طور پر بیکار وہ پنیر کی بجائے میئونیز کی خدمت کر رہے ہیں,neg
بہت مشکل لگتا ہے,neg
سبزیوں کو بچانے کے بارے میں آپ کو نئے اشتہارات پسند نہیں کرنا ، ان کی مضحکہ خیز بات ہے,neg
میرے بیٹے کو یہ پسند ہے کہ وہ اپنے کلب اور ہائی اسکول کے سیزن کے ل have یہ لائیں,pos
براہ کرم بیلی جانسن کو ان کے اہل خانہ کی طرف سے سالگرہ کی مبارکباد بتائیں وہ آج 18 سال کی ہیں آپ کا شکریہ,neu
آسٹریلیا سے محبت,pos
تفصیل plz,neu
ایک اچھی خدمات کے ساتھ خوبصورت ہوائی جہاز,pos
یار کھیل بوہت مشک ہے,neu
تجویز کردہ نہیں,neg
یونیلیور آپ کو رین فارسٹ کو تباہ کرنے والی کمپنیوں سے اپنے مبینہ رابطوں پر تبصرہ کرنے کی پرواہ کریں گے,neu
ڈنگاری کی قیمت کیا ہے؟,neu
چھوٹی بوتل کی قیمت؟,neu
جب تک یہ پیش کش درست ہے ، براہ کرم میک ڈونلڈز کو آگاہ کریں,pos
براہ کرم چیک کرتے رہیں,neu
آپ کون سے سیاحوں کی توجہ کا مرکز دبئی ، ورجینیا میں دیکھنے کے منتظر ہیں؟,neu
میں آپ لوگوں کے ساتھ ملاقات کا وقت بنوانا چاہتا ہوں,neu
کیا یہ 100٪ خالص لان ہے؟,neu
کتنی خوبصورت کہانی ہے!,pos
کیا میں آپ کی سواری کے ساتھ مفت میں پورے پاکستان کا سفر کرسکتا ہوں؟,neu
ریشم ہمیشہ چاپلوسی کرتا ہے,neu
جب آپ اس پر ہوں تو زیادہ اکو گرے واٹر سیف پروڈکٹس کیوں نہیں بناتے ہیں؟,neu
دھوکہ دہی .کوڑے کوڑے نیٹ ورک کے تیسرے درجے کی خدمات,neg
19 اکتوبر کو میرا ریپ اپ لوڈ کرنے کی تیاری کر رہا ہے,neu
ماشاء اللہ بہت اچھا,pos
تجاویز کا شکریہ,pos
فی الحال 0.21 MB کی تیز رفتار کے ساتھ پاکستان کا نمبر 1 ڈیٹا نیٹ ورک استعمال کررہا ہے,pos
میں نے ایک بار کھایا اور مجھے امید ہے کہ آخری بار تھا کہ اس میں ذرا بھی دلچسپی نہیں ہے,neg
کیا یہ سکھر برانچ میں دستیاب ہے؟,neu
بوڑھا اور بوڑھا اسٹائل تبدیل کریں,neg
جوتے کے لئے کوئی اور تصویر ہے؟,neu
مجھے تم سے نفرت ہے,neg
یہ ، بہت مزیدار !!!! چپس قدرے موٹی اور سخت ہیں ، مجھے امید ہے کہ آپ اسے اپنے مینو پر رکھیں گے,pos
نہیں .. بدترین پائی,neg
"مجھے ایپ کے اپنے ""سودے"" سیکشن میں کچھ بھی نظر نہیں آتا ہے",neg
اقدام سوزوکی ہیچ بیکس سے بہتر ہے,neu
"میں پیپسی ""ہیلپ لائن"" کے ساتھ کیسے تبادلہ خیال کرتا ہوں",neu
پاستا دستیاب ہیں؟,neu
تیسری کلیس سروس,neg
برائے کرم رابطہ ای میل ایڈریس فراہم کریں تاکہ آپ شکایت سے نمٹ سکیں,neg
اچھی طرح سے یہ سوچتی ہے کہ شمار ہوتا ہے,pos
کیا یہ NZ میں فروخت پر ہیں؟,neu
ہمیشہ کی طرح بہت اچھا مجموعہ,pos
10 میں سے 10 بار اگر میں یہ آرڈر کرتا ہوں تو ، میرا آرڈر نظر نہیں آئے گا / آپ کی تصویر کی طرح جو ذائقہ دکھائے گا,neg
خوفناک خدمت اور وہ گوشت کا ایک چھوٹا سا گوشت بن کے بیچ میں گھس گئے اور بن کا وہ حصہ سوگوار تھا لہذا میں جانتا ہوں کہ یہ مائکروویوڈ تھا !!!!,neg
میری پسندیدہ بچھتی ہے,pos
زبردست پیش کش ..,pos
یہ فاسال بینک ماسٹر کارڈ میک 2 پر درست ہے,neu
کارڈ شامل کریں اختیارات صارفین کو اوپر جانے کی اجازت دینے میں ایک بہت اچھا اضافہ ہے,pos
مدعو بونس کے بارے میں کیا خیال ہے؟ 1 پیسہ نیا آیا,neu
پوچھنے پر انہوں نے کہا یہی ہے بس زبردست,pos
آپ کا ایئرہوسٹس اچھا سلوک نہیں کرتا تھا,neg
میں کافی کی ادائیگی کروں گا مجھے بس پیالا چاہئے,neu
کیا میں آن لائن خرید سکتا ہوں؟,neu
پچھلے ہفتے میرا بلیو اسکائی ڈویلر اٹھایا ، اس قدر حیرت انگیز ٹائم پیس بنانے کے لئے آپ رولیکس کا شکریہ,pos
آپ لوگوں سے ووٹ کی ضرورت کیوں ہے؟,neu
ٹوممرو میں زونگ سم خریدنے چلا گیا ہوں لیکن اچھے نیٹ ورک کی امید ہے اور امید ہے کہ وہ بغیر کسی تکیے کے میرے توازن کو کاٹ رہے ہیں,neu
میں آپ کی خدمت سے بہت مایوس ہوں,neg
best watar in pakistan میں آپ سے نیسلے پانی سے محبت کرتا ہوں,pos
اور اگر آپ کے بیگ میں چھیڑ چھاڑ ہو تو ، کسی کو بھی اس کی طرح پسند نہیں کی پرواہ ہے,neg
برائے مہربانی آپ مجھے قطر جانے میں کس طرح مدد کر سکتے ہیں؟,neu
ڈیلٹیکنوالوجی,neu
مجھے ہلانے کی ضرورت ہے,neu
Jb eysi ڈسکاؤنٹ ہو کون سائز چھوٹا جاتا ہے,neu
زیبرسٹاسٹ فرانسیسی فرائز,pos
650 ما پوری فیملی کھنہ کھا لاٹی ہا,neu
یہ بہت خوبصورت لگ رہے ہیں .. میری چھوٹی لڑکی کے لئے کچھ حاصل کرنا چاہئے,pos
پلیٹر کی اصل قیمت $ 5 سے زیادہ ہے,neu
گندا کھانا ہردیس پر پھر کبھی کھانا مت کھاؤ,neg
موسم گرما میں حقیقی انتخاب,neu
میں کسی مسئلے کے اندراج میں رسائی حاصل نہیں کرسکتا,neu
سر براہ مہربانی یہ بات باata ڈین .. کے جاری کی پیش کش ہے کاسی کرنی,neu
واپسی کی فہرست کب کھلی ہو رھی براہ مہربانی ذکر کریں,neu
جدہ میں قریب ترین شاخ,neu
زبردست!! ضرور دیکھیں!,pos
مکمل آستین plz کی قیمت؟,neu
کیا اوکالا ہارڈیس کے پاس اتوار کی صبح AYCE بسکٹ اور گریوی موجود ہے؟,neu
میں نے بہت بار کیا ہے ... اب جیتنے کا وقت آگیا ہے,neu
جاز سے انتہائی مایوس,neg
خوشگوار,pos
واقعی یہ حیرت انگیز ڈیوائس ہے مجھے اتنا پسند ہے نوٹ 9.شکریہ سیمسنگ,pos
لیکن نیسلے کے لئے فخر کرنے کے لئے یہ کچھ بھی نہیں ہے,neg
Tm نوڈلس کو جیسے کرو bookhiiiiiiii,neu
میں ایک بات پوچھنا چاہتا ہوں کہ آپ آدمی اپنا وفاداری کارڈ کیوں روکتا ہے؟,neu
پیزا کی جھونپڑی ملیر کینٹ ان سودوں کی فراہمی اور اس پر بحث نہیں کرتی ہے جو ملک بھر میں فراہمی کے لئے دستیاب ہے,neu
انتباہات گلوبل فارسٹ واچ اور گلوبل فاریسٹ واچ پرو پر دستیاب ہوں گے,neu
مجھے نیسلے سے صرف ٹیبل ٹاپ ڈسپینسر کی ضرورت ہے؟,neu
ملی میٹر سوادج منہ بہت جوش و خروش کے ساتھ گھوم رہے ہیں,pos
پی آئی اے ہماری دعاؤں میں تاکہ ہم بحیثیت قوم پوری دنیا کے سامنے فخر محسوس کریں سر چلتے رہیں,pos
اگر ہمارا ایک قریب ہوتا تو میں اب وہاں ہوتا ابھی تک ٹورلاک کیلیفورنیا میں جانی راکٹ کی ضرورت ہے,neu
مجھے ہر سواری پر مفت میک کرسپی ڈیل دیں ...,neu
برکات,pos
نشاط لینن میں نے 2 ہفتے سے پہلے آپ کے مضمون کا آرڈر دیا تھا لیکن ابھی تک نہیں پہنچا ہے,neg
ایک نیا تصور ... ستاروں کی حیرت,pos
ایل وی کو فروخت کا ٪٪٪ فیصد عطیہ کرنا چاہئے,neu
بہت اچھی جیپ سوزوکی جمنی,pos
اسے زیادہ پرکشش ورژن میں اپ ڈیٹ کریں,neu
محدود وقت کی پیش کش ہے کیا,neu
بھائی کوئی بتے گا کے جازکاش آپ سے ترانساکشنس کرنی ہا ؟,neu
کیا پیسہ ضائع کرنا ،,neg
زبردست ٹیلی نار زندہ باد,pos
اچھا اقدام HBL,pos
بدترین آن لائن بینکنگ,neg
تو خوبصورتی مکمل لڑکی,pos
ہم اپنے تمام صارفین کی رائے کا خیرمقدم کرتے ہیں,pos
، میرے پاس ان کے لئے الفاظ نہیں ہیں ، وہ مسافروں کے ساتھ ایسا سلوک کرتے ہیں جیسے وہ زمینی دیوتا ہیں,neg
اس کو چھپائیں یا اطلاع دیں,neu
یہ ، ضرور ، ایک آنکھ کی گرفت ، ویڈیو ، جیسے ہی نظر آرہا ہے ، جلد ہی ، راستے میں ، بنانے کے بارے میں ، ضرور کہے,neu
یہ بہت ، بہت اچھا ہوگا اگر ہارڈی نے ان میں سے کچھ ہارڈی کے بسکٹ پیش کیے,pos
کیونکہ کاؤنٹر پر ان کا کہنا ہے کہ آپ چکن چیپل یا ہل سکتے ہیں,pos
برا سودا کیا ہا,neg
نیا اکاؤنٹ چھاننا چاہتے ہیں کیا آپ مجھے رہنمائی کرسکتے ہیں؟,neu
اب تک کی بدترین کسٹمر سروسز میں سے ایک,neg
کہلون بی سی یہ بی کیا شامل ڈیٹی ہین,neg
ہالی ووڈ جیسے فیشن کے خیالات ختم ہو رہے ہیں,neg
میری پیش کش کی تفصیلات ایپ میں ظاہرنہیں ہو رہی ہیں,neg
کسٹمر * 6363 # ڈائل کرکے اہلیت کی جانچ پڑتال کرسکتا ہے,neu
تیسری کلاس انٹرنیٹ سروس,neg
بہی لُگتا ہے ان کو کس ہے نہیں بات دئے کیا تم لاگ ڈائیٹ پر ہو ..,neu
براہ کرم تفصیلات,neu
گلاس کے ٹوتھ پیسٹ کے برتن کہاں ہیں؟,neu
یہ بھوک کا کھیل ہے؟,neu
یہ عیش و آرام کی بات نہیں ہے ، یہ صرف مارکیٹنگ کی حکمت عملی ہے زیرو ، ڈیزائن,neg
اسے پیار کرو اور مت بھولنا,pos
میں اپنی تفصیلات بتاؤں گا اور آپ کو معلوم ہوگا کہ میرا کارڈ پچھلے 3 مہینوں سے کام نہیں کررہا ہے,neg
اس سے پیار کریں ... میں خریدنا چاہتا ہوں لیکن فروخت ہوگیا,neu
کیا یہ اچھا لگتا ہے؟,neu
لائیو ایک رنگارنگ تجربہ ہے اور میں اس سے محبت کر رہا ہوں,pos
میں نے آپ کے انارکی کا حیرت انگیز ذائقہ چکھا تھا,pos
ہماری مبارک جمعہ فروخت 14 نومبر سے صبح 9 بجے شروع ہوگی صرف آنلائن.,neu
ال ڈیابلو برگر کمال تھا,pos
فروخت شروع ہونے کے ایک منٹ بعد ہی سب کچھ اسٹاک سے باہر ہو جائے گا,neg
کوئی زونگ کا ماہانہ پی جی جی بھیجیں کرو,neu
اس کی وجہ سے بہت سے مالکان ایزی پیسہ کے ذریعے ادائیگی قبول کرنا بند کردیں گے,neg
آؤٹ فٹرز منفرد ہیں ، ، ہر فیبرک اور برانڈ,pos
صدر محلہ اللہ چنڈا والا ایم بلکول 4 جی کام نہ کرتہ آپ ہل ایچ زونگ کا,neg
کیا پیزا ہٹ 9 اور 10 محرم کو کھلے گی یا کراچی میں نہیں؟,neu
اچھا رس تازہ تازہ,pos
ہمیں پسند ہے کہ آپ جیسے مطمئن صارفین ہوں,pos
میں صرف کولیب کی وجہ سے ایک کیانا پرس خریدوں گا,neu
افسوسناک ذائقہ اور کھانا ٹھنڈا تھا !!,neg
آپ پاکستان میں سرکاری طور پر کیوں نہیں ہیں؟,neu
سیکیورٹی خدشات کی وجہ سے آپ کے تمام کارڈ آن لائن لین دین کے لئے مسدود ہیں,neu
میں دائیں طرف خوبصورت جوتے خرید رہا ہوں,pos
